fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.30,0.17,0.24,8.10,0.12,32.00,162.00,1.00,3.17,0.38,10.40,8.00
6.50,0.18,0.33,1.40,0.03,35.00,138.00,0.99,3.36,0.60,11.50,7.00
7.30,0.16,0.35,1.50,0.04,29.00,108.00,0.99,3.27,0.51,10.20,6.00
6.40,0.16,0.37,1.50,0.04,27.00,109.00,0.99,3.38,0.50,9.80,6.00
6.60,0.42,0.13,12.80,0.04,26.00,158.00,1.00,3.24,0.47,9.00,5.00
5.80,0.30,0.12,1.60,0.04,57.00,163.00,0.99,3.38,0.59,10.50,6.00
6.70,0.54,0.27,7.10,0.05,8.00,178.00,1.00,3.16,0.38,9.40,4.00
6.70,0.54,0.27,7.10,0.05,8.00,178.00,1.00,3.16,0.38,9.40,4.00
6.40,0.22,0.30,11.20,0.05,53.00,149.00,0.99,3.21,0.34,10.80,5.00
6.80,0.23,0.30,1.70,0.04,19.00,95.00,0.99,3.17,0.46,10.70,7.00
9.00,0.26,0.34,6.70,0.03,21.00,162.00,0.99,3.08,0.50,10.60,6.00
6.50,0.23,0.25,17.30,0.05,15.00,110.00,1.00,3.15,0.42,9.20,6.00
5.90,0.28,0.14,8.60,0.03,30.00,142.00,1.00,3.28,0.44,9.50,6.00
5.90,0.28,0.14,8.60,0.03,30.00,142.00,1.00,3.28,0.44,9.50,6.00
6.20,0.27,0.18,1.50,0.03,20.00,111.00,0.99,3.41,0.50,10.00,5.00
9.00,0.29,0.34,12.10,0.03,34.00,177.00,1.00,3.13,0.47,10.60,5.00
9.00,0.26,0.34,6.70,0.03,21.00,162.00,0.99,3.08,0.50,10.60,6.00
8.90,0.27,0.34,10.70,0.03,19.50,166.00,1.00,3.13,0.48,10.60,5.00
6.50,0.23,0.25,17.30,0.05,15.00,110.00,1.00,3.15,0.42,9.20,6.00
6.90,0.32,0.30,1.80,0.04,28.00,117.00,0.99,3.24,0.48,11.00,6.00
7.20,0.22,0.24,1.40,0.04,17.00,159.00,0.99,3.25,0.53,11.20,6.00
6.70,0.50,0.38,7.50,0.05,26.00,175.00,1.00,3.32,0.54,9.60,5.00
6.20,0.33,0.14,4.80,0.05,27.00,128.00,0.99,3.21,0.48,9.40,5.00
6.30,0.26,0.42,7.10,0.05,62.00,209.00,1.00,3.20,0.53,9.50,6.00
7.50,0.20,0.47,16.90,0.05,51.00,188.00,1.00,3.09,0.62,9.30,5.00
6.20,0.33,0.14,4.80,0.05,27.00,128.00,0.99,3.21,0.48,9.40,5.00
6.30,0.26,0.42,7.10,0.05,62.00,209.00,1.00,3.20,0.53,9.50,6.00
6.60,0.36,0.52,11.30,0.05,8.00,110.00,1.00,3.07,0.46,9.40,5.00
6.30,0.13,0.42,1.10,0.04,63.00,146.00,0.99,3.13,0.72,11.20,7.00
6.40,0.15,0.44,1.20,0.04,67.00,150.00,0.99,3.14,0.73,11.20,7.00
6.30,0.13,0.42,1.10,0.04,63.00,146.00,0.99,3.13,0.72,11.20,7.00
7.60,0.23,0.64,12.90,0.03,54.00,170.00,1.00,3.00,0.53,8.80,5.00
6.40,0.15,0.44,1.20,0.04,67.00,150.00,0.99,3.14,0.73,11.20,7.00
6.30,0.13,0.42,1.10,0.04,63.00,146.00,0.99,3.13,0.72,11.20,7.00
5.70,0.26,0.65,1.20,0.08,17.00,137.00,0.99,3.20,0.42,9.40,5.00
6.90,0.32,0.26,2.30,0.03,11.00,103.00,0.99,3.06,0.42,11.10,6.00
6.90,0.28,0.22,10.00,0.05,36.00,131.00,1.00,3.08,0.46,9.60,5.00
6.90,0.32,0.26,2.30,0.03,11.00,103.00,0.99,3.06,0.42,11.10,6.00
5.70,0.26,0.65,1.20,0.08,17.00,137.00,0.99,3.20,0.42,9.40,5.00
6.60,0.41,0.16,1.40,0.04,28.00,160.00,0.99,2.95,0.45,10.60,6.00
7.30,0.37,0.16,14.90,0.05,59.00,240.00,1.00,3.13,0.45,8.90,5.00
6.90,0.21,0.24,1.80,0.02,17.00,80.00,0.99,3.15,0.46,12.30,7.00
6.60,0.24,0.28,1.80,0.03,39.00,132.00,0.99,3.34,0.46,11.40,5.00
6.80,0.28,0.36,7.00,0.04,60.00,207.00,1.00,3.16,0.49,9.60,6.00
6.60,0.24,0.24,8.60,0.03,25.00,135.00,1.00,3.33,0.59,10.30,6.00
6.60,0.24,0.28,1.80,0.03,39.00,132.00,0.99,3.34,0.46,11.40,5.00
7.00,0.16,0.32,1.10,0.03,29.00,80.00,0.99,3.23,0.36,12.10,6.00
7.00,0.14,0.28,1.30,0.03,10.00,56.00,0.99,3.46,0.45,9.90,5.00
6.30,0.34,0.36,4.90,0.04,31.00,185.00,0.99,3.15,0.49,9.70,5.00
6.80,0.26,0.24,1.90,0.04,70.00,154.00,0.99,3.18,0.52,10.50,5.00
6.70,0.17,0.42,10.40,0.04,85.00,182.00,1.00,3.04,0.44,8.90,6.00
6.50,0.27,0.40,10.00,0.04,74.00,227.00,1.00,3.18,0.50,9.40,5.00
6.70,0.25,0.36,8.60,0.04,63.00,206.00,1.00,3.18,0.50,9.60,5.00
5.80,0.30,0.27,1.70,0.01,45.00,104.00,0.99,3.40,0.56,12.60,7.00
6.40,0.28,0.56,1.70,0.16,49.00,106.00,0.99,3.10,0.37,9.20,6.00
7.70,0.30,0.26,18.95,0.05,36.00,174.00,1.00,3.20,0.50,10.40,5.00
6.80,0.18,0.30,12.80,0.06,19.00,171.00,1.00,3.00,0.52,9.00,7.00
6.80,0.18,0.30,12.80,0.06,19.00,171.00,1.00,3.00,0.52,9.00,7.00
6.80,0.18,0.30,12.80,0.06,19.00,171.00,1.00,3.00,0.52,9.00,7.00
6.80,0.18,0.30,12.80,0.06,19.00,171.00,1.00,3.00,0.52,9.00,7.00
6.80,0.18,0.30,12.80,0.06,19.00,171.00,1.00,3.00,0.52,9.00,7.00
6.80,0.18,0.30,12.80,0.06,19.00,171.00,1.00,3.00,0.52,9.00,7.00
5.10,0.14,0.25,0.70,0.04,15.00,89.00,0.99,3.22,0.43,9.20,6.00
6.80,0.18,0.30,12.80,0.06,19.00,171.00,1.00,3.00,0.52,9.00,7.00
7.20,0.62,0.10,1.40,0.07,25.00,154.00,0.99,3.20,0.48,9.70,4.00
6.90,0.13,0.28,13.30,0.05,47.00,132.00,1.00,3.34,0.42,10.10,6.00
6.70,0.34,0.30,8.50,0.06,24.00,152.00,1.00,3.46,0.64,11.00,7.00
7.30,0.32,0.29,1.50,0.04,32.00,144.00,0.99,3.20,0.55,10.80,5.00
6.30,0.21,0.29,11.70,0.05,49.00,147.00,0.99,3.22,0.38,10.80,5.00
5.40,0.50,0.13,5.00,0.03,12.00,107.00,0.99,3.48,0.88,13.50,7.00
8.20,0.52,0.34,1.20,0.04,18.00,167.00,0.99,3.24,0.39,10.60,5.00
7.80,0.28,0.31,2.10,0.05,28.00,208.00,0.99,3.23,0.64,9.80,5.00
6.40,0.22,0.34,1.40,0.02,56.00,115.00,0.99,3.18,0.70,11.70,6.00
7.80,0.28,0.31,2.10,0.05,28.00,208.00,0.99,3.23,0.64,9.80,5.00
6.90,0.32,0.27,16.00,0.03,58.00,185.00,1.00,3.34,0.60,9.00,6.00
6.80,0.11,0.42,1.10,0.04,51.00,132.00,0.99,3.18,0.74,11.30,7.00
6.20,0.26,0.32,15.30,0.03,64.00,185.00,1.00,3.31,0.61,9.40,5.00
6.40,0.22,0.34,1.40,0.02,56.00,115.00,0.99,3.18,0.70,11.70,6.00
6.70,0.30,0.29,2.80,0.03,37.00,107.00,0.99,3.31,0.63,11.30,7.00
6.70,0.30,0.29,2.80,0.03,37.00,107.00,0.99,3.31,0.63,11.30,7.00
7.10,0.20,0.30,0.90,0.02,4.00,28.00,0.99,3.20,0.36,12.00,6.00
7.20,0.20,0.36,2.50,0.03,22.00,157.00,0.99,3.48,0.49,10.60,6.00
8.90,0.26,0.33,8.10,0.02,47.00,202.00,1.00,3.13,0.46,10.80,6.00
7.50,0.25,0.32,8.20,0.02,53.00,209.00,1.00,3.12,0.46,10.80,6.00
7.10,0.20,0.30,0.90,0.02,4.00,28.00,0.99,3.20,0.36,12.00,6.00
6.30,0.27,0.46,11.10,0.05,44.00,177.00,1.00,3.18,0.67,9.40,5.00
6.50,0.30,0.39,7.80,0.04,61.00,219.00,1.00,3.19,0.50,9.40,5.00
6.70,0.30,0.29,2.80,0.03,37.00,107.00,0.99,3.31,0.63,11.30,7.00
6.60,0.36,0.52,10.10,0.05,29.00,140.00,1.00,3.07,0.40,9.40,5.00
6.15,0.21,0.37,3.20,0.02,20.00,80.00,0.99,3.39,0.47,12.00,5.00
6.50,0.18,0.41,14.20,0.04,47.00,129.00,1.00,3.28,0.72,10.30,7.00
6.50,0.18,0.41,14.20,0.04,47.00,129.00,1.00,3.28,0.72,10.30,7.00
6.50,0.18,0.41,14.20,0.04,47.00,129.00,1.00,3.28,0.72,10.30,7.00
6.60,0.26,0.21,2.90,0.03,48.00,126.00,0.99,3.22,0.38,11.30,7.00
6.60,0.35,0.35,6.00,0.06,31.00,150.00,1.00,3.10,0.47,9.40,6.00
6.50,0.28,0.28,20.40,0.04,40.00,144.00,1.00,3.14,0.38,8.70,5.00
6.60,0.36,0.52,10.10,0.05,29.00,140.00,1.00,3.07,0.40,9.40,5.00
6.60,0.26,0.21,2.90,0.03,48.00,126.00,0.99,3.22,0.38,11.30,7.00
6.50,0.18,0.41,14.20,0.04,47.00,129.00,1.00,3.28,0.72,10.30,7.00
6.15,0.21,0.37,3.20,0.02,20.00,80.00,0.99,3.39,0.47,12.00,5.00
4.50,0.19,0.21,0.95,0.03,89.00,159.00,0.99,3.34,0.42,8.00,5.00
8.00,0.24,0.26,1.70,0.03,36.00,136.00,0.99,3.44,0.51,10.40,7.00
7.80,0.17,0.23,1.70,0.03,39.00,128.00,0.99,3.37,0.41,10.70,7.00
7.00,0.24,0.24,9.00,0.03,42.00,219.00,1.00,3.47,0.46,10.20,6.00
5.80,0.60,0.00,1.30,0.04,72.00,197.00,0.99,3.56,0.43,10.90,5.00
5.90,0.45,0.26,1.40,0.03,23.00,109.00,0.99,3.30,0.36,10.50,6.00
6.70,0.28,0.28,2.40,0.01,36.00,100.00,0.99,3.26,0.39,11.70,7.00
6.80,0.44,0.20,16.00,0.07,61.00,186.00,1.00,3.13,0.45,8.60,5.00
7.20,0.24,0.27,11.40,0.03,40.00,174.00,1.00,3.20,0.44,9.00,5.00
8.70,0.31,0.73,14.35,0.04,27.00,191.00,1.00,2.96,0.88,8.70,5.00
8.20,0.32,0.26,2.10,0.06,26.00,87.00,0.99,3.10,0.47,12.80,6.00
7.20,0.24,0.27,11.40,0.03,40.00,174.00,1.00,3.20,0.44,9.00,5.00
8.70,0.31,0.73,14.35,0.04,27.00,191.00,1.00,2.96,0.88,8.70,5.00
7.50,0.13,0.38,1.10,0.02,42.00,104.00,0.99,3.28,0.53,11.80,6.00
9.20,0.14,0.37,1.10,0.03,36.00,84.00,0.99,3.05,0.55,11.60,6.00
7.40,0.20,0.37,1.20,0.03,28.00,89.00,0.99,3.14,0.61,11.80,6.00
6.10,0.15,0.35,15.80,0.04,55.00,158.00,1.00,3.24,0.37,10.60,5.00
7.60,0.23,0.40,5.20,0.07,14.00,91.00,0.99,3.17,0.80,9.70,5.00
8.10,0.33,0.22,5.20,0.05,24.00,151.00,1.00,3.22,0.47,10.30,5.00
7.15,0.17,0.24,9.60,0.12,56.00,178.00,1.00,3.15,0.44,10.20,6.00
6.70,0.12,0.30,5.20,0.05,38.00,113.00,0.99,3.33,0.44,10.10,7.00
5.70,0.18,0.36,1.20,0.05,9.00,71.00,0.99,3.70,0.68,10.90,7.00
5.80,0.15,0.28,0.80,0.04,43.00,127.00,0.99,3.24,0.51,9.30,5.00
6.60,0.23,0.29,14.45,0.06,29.00,144.00,1.00,3.33,0.54,10.20,6.00
7.15,0.17,0.24,9.60,0.12,56.00,178.00,1.00,3.15,0.44,10.20,6.00
7.00,0.34,0.39,6.90,0.07,43.00,162.00,1.00,3.11,0.53,9.50,5.00
6.40,0.68,0.26,3.40,0.07,25.00,146.00,0.99,3.18,0.40,9.30,5.00
7.30,0.22,0.31,2.30,0.02,45.00,80.00,0.99,3.06,0.34,12.90,7.00
6.40,0.28,0.27,11.00,0.04,45.00,148.00,1.00,3.14,0.46,8.70,5.00
6.90,0.40,0.22,5.95,0.08,76.00,303.00,1.00,3.40,0.57,9.40,5.00
6.80,0.19,0.23,5.10,0.03,71.00,204.00,0.99,3.23,0.69,10.10,5.00
7.10,0.23,0.24,5.40,0.04,60.00,196.00,0.99,3.19,0.78,10.00,4.00
6.45,0.14,0.42,1.20,0.05,51.00,129.00,0.99,3.27,0.69,11.10,7.00
6.50,0.15,0.44,12.60,0.05,65.00,158.00,1.00,3.26,0.70,10.30,7.00
7.10,0.15,0.34,1.00,0.03,27.00,73.00,0.99,3.24,0.41,12.20,6.00
6.70,0.33,0.34,6.60,0.07,35.00,156.00,1.00,3.11,0.48,9.30,6.00
7.20,0.30,0.26,1.50,0.04,46.00,178.00,0.99,3.19,0.56,11.30,6.00
7.00,0.23,0.33,1.00,0.04,46.00,110.00,0.99,3.04,0.65,10.80,6.00
8.00,0.13,0.25,1.10,0.03,15.00,86.00,0.99,2.98,0.39,11.20,8.00
6.20,0.21,0.34,6.60,0.03,36.00,91.00,0.99,3.32,0.45,12.50,7.00
8.30,0.40,0.41,8.20,0.05,15.00,122.00,1.00,3.39,0.49,9.30,5.00
5.90,0.34,0.31,2.00,0.03,38.00,142.00,0.99,3.40,0.41,12.90,7.00
6.60,0.12,0.25,1.40,0.04,21.00,131.00,0.99,3.20,0.45,11.20,7.00
9.60,0.66,0.21,2.00,0.04,21.00,120.00,0.99,3.00,1.00,12.60,6.00
6.80,0.26,0.40,7.50,0.05,45.00,179.00,1.00,3.20,0.49,9.30,5.00
5.90,0.34,0.31,2.00,0.03,38.00,142.00,0.99,3.40,0.41,12.90,7.00
5.90,0.30,0.30,2.00,0.03,38.00,142.00,0.99,3.41,0.41,12.90,7.00
7.00,0.15,0.30,13.30,0.05,46.00,120.00,1.00,3.20,0.36,9.50,7.00
7.90,0.37,0.31,2.85,0.04,5.00,24.00,0.99,3.19,0.36,11.90,6.00
7.20,0.35,0.25,5.60,0.03,23.00,120.00,0.99,2.93,0.66,10.30,7.00
7.20,0.32,0.24,5.60,0.03,23.00,120.00,0.99,2.92,0.66,10.30,7.00
7.60,0.10,0.33,1.00,0.03,33.00,93.00,0.99,3.06,0.68,11.20,6.00
6.20,0.25,0.31,3.20,0.03,32.00,150.00,0.99,3.18,0.31,12.00,6.00
7.10,0.31,0.17,1.00,0.04,21.00,144.00,0.99,3.13,0.40,9.60,5.00
7.60,0.18,0.28,7.10,0.04,29.00,110.00,1.00,3.20,0.42,9.20,6.00
8.00,0.17,0.29,2.40,0.03,52.00,119.00,0.99,3.03,0.33,12.90,6.00
7.20,0.19,0.27,11.20,0.06,46.00,149.00,1.00,2.99,0.59,9.30,6.00
7.60,0.32,0.25,9.50,0.03,15.00,136.00,0.99,3.10,0.44,12.10,6.00
7.10,0.31,0.17,1.00,0.04,21.00,144.00,0.99,3.13,0.40,9.60,5.00
6.60,0.21,0.29,1.80,0.03,35.00,128.00,0.99,3.37,0.48,11.20,6.00
7.00,0.16,0.36,2.60,0.03,28.00,98.00,0.99,3.11,0.37,11.20,7.00
8.00,0.17,0.29,2.40,0.03,52.00,119.00,0.99,3.03,0.33,12.90,6.00
6.60,0.24,0.38,8.00,0.04,56.00,187.00,1.00,3.21,0.46,9.20,5.00
7.20,0.19,0.27,11.20,0.06,46.00,149.00,1.00,2.99,0.59,9.30,6.00
7.60,0.18,0.28,7.10,0.04,29.00,110.00,1.00,3.20,0.42,9.20,6.00
6.90,0.30,0.25,3.30,0.04,26.00,124.00,0.99,3.18,0.50,9.30,6.00
6.20,0.28,0.27,10.30,0.03,26.00,108.00,0.99,3.20,0.36,10.70,6.00
6.90,0.31,0.32,1.20,0.02,20.00,166.00,0.99,3.05,0.54,9.80,6.00
6.70,0.23,0.25,1.60,0.04,28.00,143.00,0.99,3.30,0.54,10.30,6.00
6.20,0.28,0.27,10.30,0.03,26.00,108.00,0.99,3.20,0.36,10.70,6.00
5.70,0.23,0.28,9.65,0.03,26.00,121.00,0.99,3.28,0.38,11.30,6.00
6.50,0.22,0.50,16.40,0.05,36.00,182.00,1.00,3.02,0.49,8.80,6.00
7.00,0.18,0.37,1.50,0.04,16.00,104.00,0.99,3.18,0.50,10.80,5.00
6.90,0.31,0.32,1.20,0.02,20.00,166.00,0.99,3.05,0.54,9.80,6.00
6.90,0.30,0.25,3.30,0.04,26.00,124.00,0.99,3.18,0.50,9.30,6.00
6.50,0.46,0.31,5.00,0.03,15.00,72.00,0.99,3.26,0.60,11.50,7.00
6.50,0.23,0.36,16.30,0.04,43.00,133.00,1.00,3.26,0.41,8.80,5.00
6.50,0.23,0.36,16.30,0.04,43.00,133.00,1.00,3.26,0.41,8.80,5.00
6.50,0.23,0.36,16.30,0.04,43.00,133.00,1.00,3.26,0.41,8.80,5.00
6.60,0.26,0.38,6.50,0.17,68.00,201.00,1.00,3.19,0.38,9.40,6.00
6.70,0.26,0.39,6.40,0.17,64.00,200.00,1.00,3.19,0.38,9.40,6.00
7.50,0.28,0.39,10.20,0.05,59.00,209.00,1.00,3.16,0.63,9.60,6.00
6.50,0.23,0.36,16.30,0.04,43.00,133.00,1.00,3.26,0.41,8.80,5.00
6.80,0.23,0.42,7.40,0.04,56.00,189.00,1.00,3.22,0.48,9.30,6.00
7.80,0.25,0.34,13.70,0.04,66.00,184.00,1.00,3.22,0.75,8.90,5.00
7.80,0.25,0.34,13.70,0.04,66.00,184.00,1.00,3.22,0.75,8.90,5.00
5.60,0.20,0.22,1.30,0.05,25.00,155.00,0.99,3.74,0.43,10.00,5.00
6.40,0.21,0.44,7.40,0.05,47.00,182.00,1.00,3.24,0.46,9.10,5.00
6.80,0.23,0.42,7.40,0.04,56.00,189.00,1.00,3.22,0.48,9.30,6.00
6.80,0.24,0.37,7.45,0.04,59.00,188.00,1.00,3.20,0.50,9.40,6.00
7.80,0.25,0.28,7.20,0.04,46.00,179.00,1.00,3.14,0.60,10.10,6.00
7.80,0.25,0.34,13.70,0.04,66.00,184.00,1.00,3.22,0.75,8.90,5.00
6.80,0.16,0.29,10.40,0.05,59.00,143.00,1.00,3.20,0.40,10.80,6.00
5.20,0.28,0.29,1.10,0.03,18.00,69.00,0.99,3.24,0.54,10.00,6.00
7.50,0.18,0.31,6.50,0.03,53.00,160.00,0.99,3.03,0.38,10.90,6.00
7.50,0.26,0.30,4.60,0.03,29.00,92.00,0.99,3.15,0.38,12.00,7.00
8.20,0.37,0.64,13.90,0.04,22.00,171.00,1.00,2.99,0.80,9.30,5.00
7.60,0.40,0.27,5.20,0.03,32.00,101.00,0.99,3.22,0.62,12.30,7.00
7.50,0.26,0.25,1.70,0.04,29.00,129.00,0.99,3.45,0.56,10.40,6.00
7.50,0.18,0.31,6.50,0.03,53.00,160.00,0.99,3.03,0.38,10.90,6.00
6.90,0.23,0.32,16.40,0.05,62.00,153.00,1.00,3.22,0.42,10.50,5.00
5.30,0.20,0.31,3.60,0.04,22.00,91.00,0.99,3.41,0.50,9.80,6.00
6.50,0.17,0.31,1.50,0.04,34.00,121.00,0.99,3.06,0.46,10.50,6.00
6.50,0.35,0.28,12.40,0.05,86.00,213.00,1.00,3.16,0.51,9.90,6.00
6.50,0.29,0.31,1.70,0.04,24.00,79.00,0.99,3.27,0.69,11.40,7.00
6.80,0.30,0.22,6.20,0.06,41.00,190.00,1.00,3.18,0.51,9.20,5.00
7.90,0.51,0.36,6.20,0.05,30.00,173.00,1.00,3.09,0.53,9.70,5.00
7.90,0.51,0.34,2.60,0.05,13.00,135.00,0.99,3.09,0.51,10.00,5.00
6.50,0.29,0.31,1.70,0.04,24.00,79.00,0.99,3.27,0.69,11.40,7.00
7.10,0.29,0.28,9.30,0.05,50.00,141.00,0.99,3.13,0.49,10.30,6.00
6.50,0.35,0.28,12.40,0.05,86.00,213.00,1.00,3.16,0.51,9.90,6.00
6.50,0.17,0.31,1.50,0.04,34.00,121.00,0.99,3.06,0.46,10.50,6.00
7.40,0.20,0.28,9.10,0.05,29.00,95.00,1.00,3.16,0.47,9.80,7.00
6.90,0.62,0.42,12.00,0.07,24.00,131.00,1.00,3.19,0.34,9.30,5.00
6.80,0.32,0.28,4.80,0.03,25.00,100.00,0.99,3.08,0.47,12.40,7.00
6.30,0.20,0.19,12.30,0.05,54.00,145.00,1.00,3.16,0.42,9.30,6.00
6.90,0.62,0.42,12.00,0.07,24.00,131.00,1.00,3.19,0.34,9.30,5.00
8.00,0.23,0.28,2.70,0.05,49.00,165.00,1.00,3.26,0.72,9.50,6.00
6.70,0.27,0.33,3.60,0.03,9.00,45.00,0.99,3.08,0.40,10.50,6.00
6.70,0.27,0.33,3.60,0.03,9.00,45.00,0.99,3.08,0.40,10.50,6.00
6.70,0.44,0.22,4.30,0.03,19.00,99.00,0.99,3.26,0.53,12.80,7.00
7.00,0.34,0.30,1.80,0.05,44.00,142.00,0.99,2.99,0.45,10.80,6.00
7.30,0.26,0.33,11.80,0.06,48.00,127.00,1.00,3.10,0.55,10.00,6.00
5.80,0.17,0.34,1.80,0.05,96.00,170.00,0.99,3.38,0.90,11.80,8.00
7.30,0.26,0.33,11.80,0.06,48.00,127.00,1.00,3.10,0.55,10.00,6.00
5.80,0.17,0.34,1.80,0.05,96.00,170.00,0.99,3.38,0.90,11.80,8.00
6.80,0.17,0.36,1.40,0.04,38.00,108.00,0.99,3.19,0.66,12.00,6.00
7.10,0.43,0.30,6.60,0.03,15.00,138.00,0.99,3.18,0.46,12.60,6.00
5.80,0.32,0.27,1.55,0.03,15.00,70.00,0.99,3.37,0.40,11.90,8.00
5.90,0.17,0.28,0.70,0.03,5.00,28.00,0.99,3.13,0.32,10.60,5.00
6.60,0.34,0.18,6.40,0.08,47.00,240.00,1.00,3.42,0.48,9.20,5.00
8.60,0.33,0.34,11.80,0.06,42.00,240.00,1.00,3.17,0.52,10.00,6.00
5.60,0.12,0.26,4.30,0.04,18.00,97.00,0.99,3.36,0.46,9.20,5.00
5.80,0.13,0.26,5.10,0.04,19.00,103.00,0.99,3.36,0.47,9.30,6.00
7.70,0.18,0.35,5.80,0.06,25.00,144.00,1.00,3.24,0.54,10.20,6.00
7.70,0.16,0.36,5.90,0.05,25.00,148.00,1.00,3.25,0.54,10.20,6.00
6.00,0.26,0.15,1.30,0.06,51.00,154.00,0.99,3.14,0.51,8.70,5.00
7.30,0.32,0.35,1.40,0.05,8.00,163.00,0.99,3.24,0.42,10.70,5.00
7.70,0.30,0.34,1.20,0.05,4.00,119.00,0.99,3.18,0.34,12.10,6.00
7.90,0.16,0.30,7.40,0.05,58.00,152.00,1.00,3.12,0.37,9.50,6.00
6.40,0.27,0.29,10.80,0.03,17.00,118.00,0.99,3.18,0.37,11.20,6.00
6.90,0.16,0.37,1.80,0.03,36.00,95.00,0.99,2.93,0.59,12.00,6.00
7.90,0.16,0.30,7.40,0.05,58.00,152.00,1.00,3.12,0.37,9.50,6.00
7.70,0.30,0.34,1.20,0.05,4.00,119.00,0.99,3.18,0.34,12.10,6.00
7.30,0.32,0.35,1.40,0.05,8.00,163.00,0.99,3.24,0.42,10.70,5.00
6.40,0.44,0.44,14.40,0.05,29.00,228.00,1.00,3.26,0.54,8.80,7.00
6.30,0.20,0.24,1.70,0.05,36.00,135.00,0.99,3.80,0.66,10.80,6.00
6.20,0.29,0.32,3.60,0.03,39.00,138.00,0.99,3.31,0.37,13.10,7.00
7.60,0.39,0.32,3.60,0.04,22.00,93.00,0.99,3.08,0.60,12.50,7.00
7.00,0.36,0.32,10.05,0.05,37.00,131.00,0.99,3.09,0.33,11.70,8.00
7.00,0.36,0.32,10.05,0.05,37.00,131.00,0.99,3.09,0.33,11.70,8.00
7.00,0.36,0.32,10.50,0.05,35.00,135.00,0.99,3.09,0.33,11.60,8.00
7.60,0.20,0.36,1.90,0.04,24.00,111.00,0.99,3.29,0.54,11.30,6.00
7.60,0.39,0.32,3.60,0.04,22.00,93.00,0.99,3.08,0.60,12.50,7.00
6.70,0.20,0.37,1.65,0.03,42.00,103.00,0.99,3.11,0.45,11.40,5.00
6.20,0.24,0.34,1.90,0.04,4.00,117.00,0.99,3.40,0.44,12.20,5.00
7.80,0.97,0.60,65.80,0.07,8.00,160.00,1.04,3.39,0.69,11.70,6.00
7.10,0.20,0.31,6.85,0.05,32.00,211.00,1.00,3.31,0.59,10.40,6.00
7.10,0.20,0.31,7.40,0.05,32.00,211.00,1.00,3.31,0.59,10.40,6.00
7.10,0.20,0.31,7.40,0.05,32.00,211.00,1.00,3.31,0.59,10.40,6.00
6.40,0.24,0.25,20.20,0.08,35.00,157.00,1.00,3.17,0.50,9.10,5.00
8.00,0.30,0.36,11.00,0.03,8.00,70.00,0.99,3.05,0.41,12.20,6.00
6.40,0.24,0.25,20.20,0.08,35.00,157.00,1.00,3.17,0.50,9.10,5.00
6.90,0.40,0.42,6.20,0.07,41.00,176.00,1.00,3.12,0.54,9.40,5.00
6.90,0.40,0.43,6.20,0.07,42.00,178.00,1.00,3.11,0.53,9.40,5.00
7.10,0.20,0.31,6.85,0.05,32.00,211.00,1.00,3.31,0.59,10.40,6.00
6.60,0.25,0.51,8.00,0.05,61.00,189.00,1.00,3.22,0.49,9.20,5.00
6.80,0.26,0.44,8.20,0.05,52.00,183.00,1.00,3.20,0.51,9.40,5.00
6.50,0.37,0.30,2.20,0.03,39.00,107.00,0.99,3.22,0.53,13.50,7.00
6.80,0.35,0.53,10.10,0.05,37.00,151.00,1.00,3.07,0.40,9.40,5.00
6.40,0.22,0.32,7.20,0.03,15.00,83.00,0.99,3.13,0.55,10.90,8.00
6.50,0.37,0.30,2.20,0.03,39.00,107.00,0.99,3.22,0.53,13.50,7.00
6.80,0.35,0.53,10.10,0.05,37.00,151.00,1.00,3.07,0.40,9.40,5.00
6.90,0.31,0.32,1.60,0.04,34.00,114.00,0.99,3.19,0.45,11.40,7.00
6.70,0.16,0.37,1.30,0.04,45.00,125.00,0.99,3.19,0.51,12.40,7.00
6.60,0.25,0.51,8.00,0.05,61.00,189.00,1.00,3.22,0.49,9.20,5.00
6.80,0.26,0.44,8.20,0.05,52.00,183.00,1.00,3.20,0.51,9.40,5.00
5.60,0.15,0.31,5.30,0.04,8.00,79.00,0.99,3.30,0.39,10.50,6.00
5.50,0.15,0.32,14.00,0.03,16.00,99.00,0.99,3.26,0.38,11.50,8.00
6.40,0.22,0.32,7.20,0.03,15.00,83.00,0.99,3.13,0.55,10.90,8.00
7.30,0.20,0.26,1.60,0.04,36.00,123.00,0.99,3.34,0.44,10.80,6.00
7.50,0.17,0.71,11.80,0.04,52.00,148.00,1.00,3.03,0.46,8.90,5.00
7.50,0.18,0.72,9.60,0.04,53.00,151.00,1.00,3.03,0.46,8.90,5.00
7.00,0.27,0.48,6.10,0.04,60.00,184.00,1.00,3.20,0.50,9.40,6.00
5.80,0.32,0.31,2.70,0.05,25.00,153.00,0.99,3.44,0.73,12.20,7.00
7.80,0.26,0.31,3.60,0.03,22.00,100.00,0.99,2.99,0.47,12.10,7.00
7.40,0.30,0.32,1.70,0.03,23.00,128.00,0.99,3.17,0.66,10.90,5.00
6.70,0.16,0.34,1.60,0.03,27.00,109.00,0.99,3.34,0.58,10.10,6.00
5.80,0.32,0.31,2.70,0.05,25.00,153.00,0.99,3.44,0.73,12.20,7.00
6.70,0.19,0.39,1.00,0.03,14.00,71.00,0.99,3.31,0.38,13.00,7.00
